record_time,line_no,has_defect,mh,mb,oc,sh,sp,spc,pic_file_name
2024-06-07 08:05:41,1,0,0,0,0,0,0,0,202406070805411.jpg
2024-06-15 08:53:06,2,0,0,0,0,0,0,0,202406150853062.jpg
2024-06-04 16:58:28,3,1,2,1,3,2,0,2,202406041658283.jpg
2024-06-12 18:05:19,4,0,0,0,0,0,0,0,202406121805194.jpg
2024-06-20 21:29:22,5,0,0,0,0,0,0,0,202406202129225.jpg
2024-06-23 03:47:23,4,1,1,1,3,4,2,6,202406230347234.jpg
2024-06-29 18:06:53,5,0,0,0,0,0,0,0,202406291806535.jpg
2024-06-08 10:19:40,3,0,0,0,0,0,0,0,202406081019403.jpg
2024-06-26 19:10:13,3,1,0,1,9,1,1,4,202406261910133.jpg
2024-06-05 00:10:14,3,1,3,0,9,5,1,4,202406050010143.jpg
2024-06-24 00:51:49,3,0,0,0,0,0,0,0,202406240051493.jpg
2024-06-26 23:30:47,4,1,2,0,8,2,0,1,202406262330474.jpg
2024-06-28 13:21:17,3,1,3,1,9,3,4,2,202406281321173.jpg
2024-07-01 17:21:39,5,0,0,0,0,0,0,0,202407011721395.jpg
2024-06-11 05:54:29,1,0,0,0,0,0,0,0,202406110554291.jpg
2024-06-26 12:53:58,2,0,0,0,0,0,0,0,202406261253582.jpg
2024-06-01 22:02:56,3,0,0,0,0,0,0,0,202406012202563.jpg
2024-06-14 07:04:35,3,1,1,1,1,4,1,0,202406140704353.jpg
2024-06-07 04:15:00,4,0,0,0,0,0,0,0,202406070415004.jpg
2024-06-19 17:53:10,3,0,0,0,0,0,0,0,202406191753103.jpg
2024-06-10 01:56:26,5,1,1,1,2,3,2,3,202406100156265.jpg
2024-06-24 08:44:05,1,0,0,0,0,0,0,0,202406240844051.jpg
2024-06-10 09:42:43,1,0,0,0,0,0,0,0,202406100942431.jpg
2024-06-13 11:42:09,2,1,2,0,4,5,3,5,202406131142092.jpg
2024-06-06 04:11:28,3,1,3,1,5,4,1,6,202406060411283.jpg
2024-06-22 09:51:34,1,0,0,0,0,0,0,0,202406220951341.jpg
2024-06-26 02:59:26,5,1,3,0,1,2,2,4,202406260259265.jpg
2024-06-12 22:25:15,3,0,0,0,0,0,0,0,202406122225153.jpg
2024-06-23 02:04:29,4,1,2,1,4,0,1,3,202406230204294.jpg
2024-06-29 09:43:56,3,1,1,0,1,1,0,1,202406290943563.jpg
2024-06-19 10:29:35,4,1,4,1,1,4,3,3,202406191029354.jpg
2024-06-14 19:38:11,3,0,0,0,0,0,0,0,202406141938113.jpg
2024-06-19 05:58:25,2,1,4,1,4,5,2,2,202406190558252.jpg
2024-06-24 22:40:46,2,0,0,0,0,0,0,0,202406242240462.jpg
2024-06-19 06:42:04,5,0,0,0,0,0,0,0,202406190642045.jpg
2024-06-28 11:44:36,3,1,4,0,9,4,0,6,202406281144363.jpg
2024-06-16 13:05:21,1,0,0,0,0,0,0,0,202406161305211.jpg
2024-06-11 02:09:49,4,0,0,0,0,0,0,0,202406110209494.jpg
2024-06-13 09:35:26,2,1,3,1,5,0,2,3,202406130935262.jpg
2024-06-12 16:06:56,3,1,2,1,8,4,1,1,202406121606563.jpg
2024-06-20 22:13:26,3,1,4,0,3,4,2,0,202406202213263.jpg
2024-06-09 22:51:53,5,1,4,0,3,2,4,2,202406092251535.jpg
2024-06-14 05:01:50,4,1,0,1,3,4,4,0,202406140501504.jpg
2024-06-20 20:35:54,2,0,0,0,0,0,0,0,202406202035542.jpg
2024-06-17 05:37:26,1,1,1,1,6,1,1,5,202406170537261.jpg
2024-06-27 16:52:06,1,1,1,1,3,5,3,7,202406271652061.jpg
2024-06-25 16:34:16,5,1,2,1,0,0,1,1,202406251634165.jpg
2024-06-05 17:25:56,2,1,2,0,6,1,3,6,202406051725562.jpg
2024-06-05 07:57:51,3,0,0,0,0,0,0,0,202406050757513.jpg
2024-06-14 23:58:42,5,0,0,0,0,0,0,0,202406142358425.jpg
2024-06-22 08:11:53,2,1,1,1,2,3,4,6,202406220811532.jpg
2024-06-17 01:53:10,1,0,0,0,0,0,0,0,202406170153101.jpg
2024-06-17 14:38:14,5,0,0,0,0,0,0,0,202406171438145.jpg
2024-06-13 08:56:47,5,0,0,0,0,0,0,0,202406130856475.jpg
2024-06-23 12:03:27,1,1,1,0,2,4,0,2,202406231203271.jpg
2024-06-18 18:08:25,1,1,2,0,0,1,2,0,202406181808251.jpg
2024-06-29 21:31:13,3,0,0,0,0,0,0,0,202406292131133.jpg
2024-06-27 14:46:14,2,0,0,0,0,0,0,0,202406271446142.jpg
2024-06-08 22:14:21,1,1,3,1,0,4,1,0,202406082214211.jpg
2024-06-20 08:20:18,1,1,0,0,2,4,0,5,202406200820181.jpg
2024-06-29 17:32:32,2,0,0,0,0,0,0,0,202406291732322.jpg
2024-06-24 05:05:41,4,0,0,0,0,0,0,0,202406240505414.jpg
2024-06-21 19:00:43,4,0,0,0,0,0,0,0,202406211900434.jpg
2024-06-10 10:07:48,1,1,0,1,3,3,4,1,202406101007481.jpg
2024-06-08 21:39:40,4,0,0,0,0,0,0,0,202406082139404.jpg
2024-06-02 10:46:50,4,1,2,0,7,0,3,1,202406021046504.jpg
2024-06-10 03:20:50,3,1,2,0,2,4,1,5,202406100320503.jpg
2024-06-15 11:56:35,4,0,0,0,0,0,0,0,202406151156354.jpg
2024-06-07 21:22:02,4,1,2,1,9,4,2,6,202406072122024.jpg
2024-06-30 16:13:57,3,1,3,0,4,3,1,0,202406301613573.jpg
2024-06-16 08:03:49,2,1,4,0,7,3,0,7,202406160803492.jpg
2024-06-15 09:11:39,4,0,0,0,0,0,0,0,202406150911394.jpg
2024-06-04 06:05:36,2,1,4,1,1,5,4,0,202406040605362.jpg
2024-06-13 13:22:39,1,0,0,0,0,0,0,0,202406131322391.jpg
2024-06-14 13:46:20,4,1,0,1,7,3,2,6,202406141346204.jpg
2024-06-21 20:34:22,4,0,0,0,0,0,0,0,202406212034224.jpg
2024-07-01 12:05:05,5,0,0,0,0,0,0,0,202407011205055.jpg
2024-06-25 14:22:04,1,0,0,0,0,0,0,0,202406251422041.jpg
2024-06-17 22:57:14,5,0,0,0,0,0,0,0,202406172257145.jpg
2024-06-12 04:24:50,4,0,0,0,0,0,0,0,202406120424504.jpg
2024-06-18 05:21:02,2,0,0,0,0,0,0,0,202406180521022.jpg
2024-06-02 22:39:07,5,1,1,1,4,2,1,7,202406022239075.jpg
2024-06-30 10:58:46,1,1,3,1,2,0,3,7,202406301058461.jpg
2024-06-19 08:06:14,2,0,0,0,0,0,0,0,202406190806142.jpg
2024-06-10 05:36:25,5,1,0,1,8,3,0,0,202406100536255.jpg
2024-06-07 10:43:53,1,1,2,1,4,2,3,5,202406071043531.jpg
2024-06-26 10:20:34,3,1,2,1,9,4,2,6,202406261020343.jpg
2024-06-11 11:57:06,1,1,3,1,5,1,1,2,202406111157061.jpg
2024-06-07 04:36:39,3,0,0,0,0,0,0,0,202406070436393.jpg
2024-06-25 15:24:20,3,1,1,1,8,3,1,7,202406251524203.jpg
2024-06-21 13:50:06,3,1,2,0,2,4,2,2,202406211350063.jpg
2024-06-13 02:43:33,4,1,0,1,3,0,1,3,202406130243334.jpg
2024-06-14 16:47:47,4,1,0,0,0,0,2,5,202406141647474.jpg
2024-06-24 11:07:45,1,0,0,0,0,0,0,0,202406241107451.jpg
2024-06-13 08:17:28,4,1,4,0,6,3,2,5,202406130817284.jpg
2024-06-09 02:57:40,4,0,0,0,0,0,0,0,202406090257404.jpg
2024-06-17 16:35:48,2,1,1,0,5,4,1,5,202406171635482.jpg
2024-06-25 14:54:17,4,0,0,0,0,0,0,0,202406251454174.jpg
2024-06-19 04:09:36,1,0,0,0,0,0,0,0,202406190409361.jpg
2024-06-09 00:50:30,5,1,2,1,1,4,3,0,202406090050305.jpg
2024-06-19 20:52:09,5,1,2,0,7,0,3,5,202406192052095.jpg
2024-06-06 12:09:12,1,0,0,0,0,0,0,0,202406061209121.jpg
2024-06-10 17:48:32,1,1,4,0,3,4,0,4,202406101748321.jpg
2024-06-30 00:14:52,2,1,4,1,7,5,0,4,202406300014522.jpg
2024-06-30 11:26:17,3,1,4,0,1,0,0,0,202406301126173.jpg
2024-06-19 21:25:40,3,0,0,0,0,0,0,0,202406192125403.jpg
2024-06-09 18:43:04,2,1,4,0,5,4,4,3,202406091843042.jpg
2024-06-08 21:45:19,5,0,0,0,0,0,0,0,202406082145195.jpg
2024-06-05 05:03:49,5,0,0,0,0,0,0,0,202406050503495.jpg
2024-06-15 15:00:20,5,0,0,0,0,0,0,0,202406151500205.jpg
2024-06-08 12:52:12,3,1,0,0,9,1,0,1,202406081252123.jpg
2024-06-21 04:49:34,1,0,0,0,0,0,0,0,202406210449341.jpg
2024-06-08 01:56:54,4,0,0,0,0,0,0,0,202406080156544.jpg
2024-07-01 04:14:08,3,0,0,0,0,0,0,0,202407010414083.jpg
2024-06-08 07:12:23,1,0,0,0,0,0,0,0,202406080712231.jpg
2024-06-23 04:44:16,1,1,3,0,7,1,0,2,202406230444161.jpg
2024-06-27 22:08:20,4,0,0,0,0,0,0,0,202406272208204.jpg
2024-06-15 17:38:50,2,0,0,0,0,0,0,0,202406151738502.jpg
2024-06-13 06:35:27,4,1,2,0,7,4,3,6,202406130635274.jpg
2024-06-19 04:17:44,4,0,0,0,0,0,0,0,202406190417444.jpg
2024-06-23 17:30:41,1,0,0,0,0,0,0,0,202406231730411.jpg
2024-06-13 19:23:44,2,0,0,0,0,0,0,0,202406131923442.jpg
2024-06-04 08:43:18,3,0,0,0,0,0,0,0,202406040843183.jpg
2024-06-28 03:50:13,5,1,1,0,9,1,1,4,202406280350135.jpg
2024-06-13 11:34:19,1,0,0,0,0,0,0,0,202406131134191.jpg
2024-06-24 11:01:44,3,1,2,0,9,0,4,1,202406241101443.jpg
2024-06-28 00:53:35,4,0,0,0,0,0,0,0,202406280053354.jpg
2024-06-12 21:20:17,1,0,0,0,0,0,0,0,202406122120171.jpg
2024-06-05 00:11:47,1,1,1,1,3,5,2,6,202406050011471.jpg
2024-06-18 12:39:03,3,0,0,0,0,0,0,0,202406181239033.jpg
2024-06-20 06:20:11,4,1,4,1,9,0,3,4,202406200620114.jpg
2024-06-21 07:33:31,5,1,3,1,4,5,1,0,202406210733315.jpg
2024-07-01 23:16:51,4,1,3,1,8,2,3,4,202407012316514.jpg
2024-06-07 20:29:08,1,0,0,0,0,0,0,0,202406072029081.jpg
2024-06-11 16:00:18,1,0,0,0,0,0,0,0,202406111600181.jpg
2024-06-15 23:29:31,2,1,3,0,6,4,3,6,202406152329312.jpg
2024-06-29 22:22:32,4,1,0,1,9,2,4,0,202406292222324.jpg
2024-06-17 17:16:19,4,0,0,0,0,0,0,0,202406171716194.jpg
2024-06-14 15:09:00,5,0,0,0,0,0,0,0,202406141509005.jpg
2024-06-21 10:08:32,2,0,0,0,0,0,0,0,202406211008322.jpg
2024-06-17 11:32:36,3,1,1,1,8,1,3,3,202406171132363.jpg
2024-06-03 06:12:33,3,1,1,1,6,4,4,1,202406030612333.jpg
2024-07-01 04:55:04,4,0,0,0,0,0,0,0,202407010455044.jpg
2024-06-09 07:46:10,2,0,0,0,0,0,0,0,202406090746102.jpg
2024-06-14 21:22:26,1,0,0,0,0,0,0,0,202406142122261.jpg
2024-06-17 08:35:56,4,1,4,0,8,3,1,2,202406170835564.jpg
2024-06-14 05:03:44,3,1,0,1,7,1,1,0,202406140503443.jpg
2024-06-13 17:30:25,1,1,3,1,3,5,0,5,202406131730251.jpg
2024-06-25 19:41:05,3,0,0,0,0,0,0,0,202406251941053.jpg
2024-06-20 13:09:59,2,0,0,0,0,0,0,0,202406201309592.jpg
2024-06-23 07:18:40,2,1,3,1,3,2,3,3,202406230718402.jpg
2024-06-16 00:59:52,2,1,0,0,0,5,0,6,202406160059522.jpg
2024-06-16 07:26:37,2,1,2,0,1,2,3,3,202406160726372.jpg
2024-06-20 19:40:05,4,0,0,0,0,0,0,0,202406201940054.jpg
2024-06-04 01:09:29,3,0,0,0,0,0,0,0,202406040109293.jpg
2024-06-03 00:01:33,3,0,0,0,0,0,0,0,202406030001333.jpg
2024-06-02 07:42:41,5,0,0,0,0,0,0,0,202406020742415.jpg
2024-06-06 11:14:01,3,0,0,0,0,0,0,0,202406061114013.jpg
2024-06-05 14:25:02,1,1,4,0,0,4,4,5,202406051425021.jpg
2024-06-05 10:53:29,5,1,4,0,9,0,3,1,202406051053295.jpg
2024-06-27 13:17:06,2,0,0,0,0,0,0,0,202406271317062.jpg
2024-06-11 17:49:41,3,0,0,0,0,0,0,0,202406111749413.jpg
2024-06-23 09:35:38,2,0,0,0,0,0,0,0,202406230935382.jpg
2024-06-08 01:04:36,3,1,4,1,2,2,3,4,202406080104363.jpg
2024-06-23 02:00:24,4,0,0,0,0,0,0,0,202406230200244.jpg
2024-06-28 07:53:24,5,0,0,0,0,0,0,0,202406280753245.jpg
2024-06-20 07:19:21,1,1,1,0,4,5,2,7,202406200719211.jpg
2024-06-03 15:44:39,5,0,0,0,0,0,0,0,202406031544395.jpg
2024-06-28 21:12:00,5,1,1,1,5,5,1,4,202406282112005.jpg
2024-06-14 23:46:15,1,1,0,0,0,4,0,5,202406142346151.jpg
2024-06-24 23:47:41,1,1,0,0,9,2,4,5,202406242347411.jpg
2024-06-08 06:31:36,5,0,0,0,0,0,0,0,202406080631365.jpg
2024-06-08 04:29:37,3,0,0,0,0,0,0,0,202406080429373.jpg
2024-06-30 09:23:01,1,0,0,0,0,0,0,0,202406300923011.jpg
2024-06-17 04:46:27,1,1,2,0,4,5,3,6,202406170446271.jpg
2024-06-29 11:03:22,1,1,2,1,2,1,0,1,202406291103221.jpg
2024-06-12 00:20:14,4,0,0,0,0,0,0,0,202406120020144.jpg
2024-06-01 18:27:23,3,1,2,1,0,5,0,6,202406011827233.jpg
2024-06-21 11:25:23,3,1,1,0,6,5,3,5,202406211125233.jpg
2024-06-20 10:31:14,2,1,2,1,0,1,0,1,202406201031142.jpg
2024-06-15 22:17:00,4,0,0,0,0,0,0,0,202406152217004.jpg
2024-06-24 03:23:03,5,1,1,1,4,3,4,1,202406240323035.jpg
2024-06-04 05:38:16,4,0,0,0,0,0,0,0,202406040538164.jpg
2024-06-05 15:02:42,1,0,0,0,0,0,0,0,202406051502421.jpg
2024-06-03 11:06:59,5,0,0,0,0,0,0,0,202406031106595.jpg
2024-06-19 22:46:41,5,1,0,0,2,0,3,5,202406192246415.jpg
2024-06-18 15:29:40,4,1,3,1,9,4,0,3,202406181529404.jpg
2024-06-26 02:38:47,3,1,4,0,1,4,2,1,202406260238473.jpg
2024-06-17 06:58:01,1,1,3,0,1,4,1,1,202406170658011.jpg
2024-06-19 00:29:19,3,0,0,0,0,0,0,0,202406190029193.jpg
2024-06-06 16:29:17,4,0,0,0,0,0,0,0,202406061629174.jpg
2024-06-26 05:47:37,5,0,0,0,0,0,0,0,202406260547375.jpg
2024-06-29 13:10:12,1,1,2,0,3,3,0,1,202406291310121.jpg
2024-06-16 21:10:01,4,1,1,0,7,4,3,4,202406162110014.jpg
2024-06-07 09:39:32,5,1,2,0,6,3,2,5,202406070939325.jpg
2024-07-01 04:34:44,4,1,2,0,3,5,0,7,202407010434444.jpg
2024-06-05 11:21:38,5,0,0,0,0,0,0,0,202406051121385.jpg
2024-06-10 15:27:39,3,0,0,0,0,0,0,0,202406101527393.jpg
2024-06-21 06:55:19,3,0,0,0,0,0,0,0,202406210655193.jpg
2024-06-22 14:58:07,1,1,2,1,5,2,0,1,202406221458071.jpg
2024-06-09 04:43:06,1,0,0,0,0,0,0,0,202406090443061.jpg
2024-06-24 23:34:07,4,1,2,1,1,2,1,5,202406242334074.jpg
2024-06-25 13:06:28,2,0,0,0,0,0,0,0,202406251306282.jpg
2024-06-07 14:49:06,2,1,4,1,3,4,0,2,202406071449062.jpg
2024-06-07 16:24:58,1,1,3,1,2,4,0,2,202406071624581.jpg
2024-06-14 01:12:11,5,1,2,0,5,5,4,0,202406140112115.jpg
2024-06-02 20:22:03,4,0,0,0,0,0,0,0,202406022022034.jpg
2024-06-27 16:07:03,5,1,1,0,4,2,1,0,202406271607035.jpg
2024-06-04 22:44:54,5,0,0,0,0,0,0,0,202406042244545.jpg
2024-06-20 10:14:58,3,0,0,0,0,0,0,0,202406201014583.jpg
2024-06-15 18:18:44,1,1,2,1,3,1,2,2,202406151818441.jpg
2024-06-17 08:39:55,3,1,1,0,6,2,2,0,202406170839553.jpg
2024-06-18 01:21:36,2,1,0,0,9,1,1,5,202406180121362.jpg
2024-06-07 06:13:07,4,1,2,0,3,0,2,1,202406070613074.jpg
2024-06-12 10:13:27,3,1,4,0,9,5,2,0,202406121013273.jpg
2024-06-27 00:59:44,4,0,0,0,0,0,0,0,202406270059444.jpg
2024-06-29 00:16:26,2,0,0,0,0,0,0,0,202406290016262.jpg
2024-06-19 03:00:43,1,1,0,0,4,1,4,4,202406190300431.jpg
2024-06-23 06:39:49,3,0,0,0,0,0,0,0,202406230639493.jpg
2024-06-30 03:32:52,1,0,0,0,0,0,0,0,202406300332521.jpg
2024-06-08 04:06:17,1,0,0,0,0,0,0,0,202406080406171.jpg
2024-06-11 02:31:50,2,1,2,1,7,5,3,5,202406110231502.jpg
2024-06-09 17:33:56,2,1,0,1,4,1,0,0,202406091733562.jpg
2024-06-15 03:07:55,5,0,0,0,0,0,0,0,202406150307555.jpg
2024-06-28 04:40:29,5,1,1,0,5,3,3,6,202406280440295.jpg
2024-06-21 12:32:11,4,0,0,0,0,0,0,0,202406211232114.jpg
2024-06-12 09:00:48,5,1,0,1,6,4,3,3,202406120900485.jpg
2024-06-08 22:57:09,1,0,0,0,0,0,0,0,202406082257091.jpg
2024-06-10 06:58:25,1,0,0,0,0,0,0,0,202406100658251.jpg
2024-06-28 12:50:57,1,0,0,0,0,0,0,0,202406281250571.jpg
2024-06-07 14:50:13,1,0,0,0,0,0,0,0,202406071450131.jpg
2024-06-30 17:44:15,1,1,0,0,6,3,1,7,202406301744151.jpg
2024-06-23 02:24:12,1,0,0,0,0,0,0,0,202406230224121.jpg
2024-06-06 15:33:59,2,1,2,1,9,5,4,1,202406061533592.jpg
2024-06-13 03:37:32,4,0,0,0,0,0,0,0,202406130337324.jpg
2024-06-21 16:30:52,5,0,0,0,0,0,0,0,202406211630525.jpg
2024-06-28 00:45:30,1,0,0,0,0,0,0,0,202406280045301.jpg
2024-06-04 05:42:43,3,0,0,0,0,0,0,0,202406040542433.jpg
2024-06-20 09:51:15,3,1,3,0,3,3,3,0,202406200951153.jpg
2024-06-18 10:49:46,2,0,0,0,0,0,0,0,202406181049462.jpg
2024-06-15 01:43:08,3,1,0,0,3,2,0,7,202406150143083.jpg
2024-07-01 20:42:01,1,0,0,0,0,0,0,0,202407012042011.jpg
2024-06-08 00:31:04,3,0,0,0,0,0,0,0,202406080031043.jpg
2024-06-30 10:07:12,2,0,0,0,0,0,0,0,202406301007122.jpg
2024-07-01 22:28:25,1,1,3,0,7,3,4,2,202407012228251.jpg
2024-06-13 08:53:56,1,1,4,1,5,2,4,0,202406130853561.jpg
2024-06-09 12:59:17,1,0,0,0,0,0,0,0,202406091259171.jpg
2024-06-12 13:31:29,2,1,3,1,3,4,2,1,202406121331292.jpg
2024-06-10 07:55:22,2,0,0,0,0,0,0,0,202406100755222.jpg
2024-06-14 06:41:16,1,0,0,0,0,0,0,0,202406140641161.jpg
2024-06-23 16:02:29,5,0,0,0,0,0,0,0,202406231602295.jpg
2024-06-27 18:08:22,1,1,1,0,1,4,3,2,202406271808221.jpg
2024-06-22 00:25:52,4,0,0,0,0,0,0,0,202406220025524.jpg
2024-06-01 21:17:35,5,0,0,0,0,0,0,0,202406012117355.jpg
2024-06-06 23:26:56,2,1,0,0,4,5,1,4,202406062326562.jpg
2024-06-26 23:35:01,1,1,1,0,8,0,4,2,202406262335011.jpg
2024-06-18 10:14:25,3,1,3,0,0,4,0,3,202406181014253.jpg
2024-06-14 04:02:19,2,0,0,0,0,0,0,0,202406140402192.jpg
2024-06-09 20:02:54,2,0,0,0,0,0,0,0,202406092002542.jpg
2024-06-06 08:42:52,2,1,2,0,1,2,4,2,202406060842522.jpg
2024-06-04 13:37:29,4,0,0,0,0,0,0,0,202406041337294.jpg
2024-06-15 08:27:08,1,0,0,0,0,0,0,0,202406150827081.jpg
2024-06-17 02:24:59,5,0,0,0,0,0,0,0,202406170224595.jpg
2024-06-06 02:29:51,1,1,4,1,9,5,4,6,202406060229511.jpg
2024-06-04 16:52:17,3,0,0,0,0,0,0,0,202406041652173.jpg
2024-06-14 06:10:48,1,1,4,0,1,0,3,2,202406140610481.jpg
2024-06-10 04:57:45,2,0,0,0,0,0,0,0,202406100457452.jpg
2024-06-19 02:15:34,5,1,3,1,3,4,1,5,202406190215345.jpg
2024-06-29 04:09:34,5,0,0,0,0,0,0,0,202406290409345.jpg
2024-06-30 03:41:40,4,0,0,0,0,0,0,0,202406300341404.jpg
2024-06-11 19:52:47,3,0,0,0,0,0,0,0,202406111952473.jpg
2024-06-16 20:55:25,5,1,0,0,0,4,3,4,202406162055255.jpg
2024-06-13 15:35:58,3,1,3,0,3,4,4,6,202406131535583.jpg
2024-06-01 14:25:26,4,1,0,1,6,5,3,0,202406011425264.jpg
2024-06-22 19:05:31,1,1,2,0,9,5,3,7,202406221905311.jpg
2024-06-27 05:00:07,2,1,0,1,0,3,3,6,202406270500072.jpg
2024-06-20 10:22:00,4,1,1,1,6,5,3,2,202406201022004.jpg
2024-06-08 15:38:50,3,1,0,0,1,4,2,2,202406081538503.jpg
2024-06-22 14:39:24,1,1,0,0,0,0,0,3,202406221439241.jpg
2024-06-07 05:13:40,3,1,4,1,2,3,4,3,202406070513403.jpg
2024-06-07 01:05:42,3,0,0,0,0,0,0,0,202406070105423.jpg
2024-06-11 04:32:48,2,1,3,0,1,2,3,5,202406110432482.jpg
2024-06-08 01:51:42,2,0,0,0,0,0,0,0,202406080151422.jpg
2024-06-27 03:20:53,3,0,0,0,0,0,0,0,202406270320533.jpg
2024-06-28 18:08:41,2,0,0,0,0,0,0,0,202406281808412.jpg
2024-06-03 10:51:38,3,1,4,1,3,4,3,3,202406031051383.jpg
2024-06-05 15:14:30,4,1,3,1,1,0,1,4,202406051514304.jpg
2024-06-10 07:41:31,4,1,0,0,5,3,3,6,202406100741314.jpg
2024-06-07 14:02:40,1,1,1,0,5,3,0,3,202406071402401.jpg
2024-06-19 14:27:15,2,1,2,0,0,2,3,6,202406191427152.jpg
2024-06-02 05:54:46,4,1,4,0,7,4,1,1,202406020554464.jpg
2024-06-12 16:29:40,3,0,0,0,0,0,0,0,202406121629403.jpg
2024-06-13 11:35:50,5,1,2,1,5,4,0,1,202406131135505.jpg
2024-06-22 04:50:16,1,0,0,0,0,0,0,0,202406220450161.jpg
2024-06-26 03:32:06,2,1,3,0,2,5,2,7,202406260332062.jpg
2024-06-16 12:42:35,3,0,0,0,0,0,0,0,202406161242353.jpg
2024-06-25 10:33:28,1,0,0,0,0,0,0,0,202406251033281.jpg
2024-06-12 17:51:17,1,1,1,1,8,2,4,0,202406121751171.jpg
2024-06-20 01:15:55,5,1,1,1,0,2,1,0,202406200115555.jpg
2024-06-03 16:51:59,5,0,0,0,0,0,0,0,202406031651595.jpg
2024-06-26 09:23:34,4,1,0,0,3,3,1,7,202406260923344.jpg
2024-06-14 09:20:45,5,1,3,1,6,2,4,6,202406140920455.jpg
2024-06-11 05:14:48,4,0,0,0,0,0,0,0,202406110514484.jpg
2024-06-18 21:20:53,5,0,0,0,0,0,0,0,202406182120535.jpg
2024-06-08 11:33:16,5,1,2,0,3,2,2,7,202406081133165.jpg
2024-06-18 10:50:41,1,1,3,1,0,5,1,5,202406181050411.jpg
2024-06-29 04:04:12,3,1,3,0,9,4,3,5,202406290404123.jpg
2024-06-16 01:27:19,5,1,1,1,1,0,1,5,202406160127195.jpg
2024-06-08 09:45:31,4,1,0,0,3,3,1,1,202406080945314.jpg
2024-06-28 18:50:16,4,0,0,0,0,0,0,0,202406281850164.jpg
2024-06-27 05:17:02,1,0,0,0,0,0,0,0,202406270517021.jpg
2024-06-10 03:23:29,2,0,0,0,0,0,0,0,202406100323292.jpg
2024-06-18 09:43:17,1,0,0,0,0,0,0,0,202406180943171.jpg
2024-06-25 16:19:24,5,0,0,0,0,0,0,0,202406251619245.jpg
2024-06-22 05:58:34,2,1,1,0,2,0,3,3,202406220558342.jpg
2024-06-04 11:42:04,2,0,0,0,0,0,0,0,202406041142042.jpg
2024-06-14 16:42:05,4,0,0,0,0,0,0,0,202406141642054.jpg
2024-06-22 21:08:24,4,0,0,0,0,0,0,0,202406222108244.jpg
2024-06-05 08:44:20,4,0,0,0,0,0,0,0,202406050844204.jpg
2024-06-11 16:55:48,2,0,0,0,0,0,0,0,202406111655482.jpg
2024-06-28 09:31:50,1,0,0,0,0,0,0,0,202406280931501.jpg
2024-06-16 20:29:51,1,0,0,0,0,0,0,0,202406162029511.jpg
2024-06-09 19:21:55,4,1,0,1,8,1,4,5,202406091921554.jpg
2024-06-15 19:24:41,5,0,0,0,0,0,0,0,202406151924415.jpg
2024-06-02 21:54:45,3,1,0,1,5,0,3,1,202406022154453.jpg
2024-06-23 18:19:55,2,0,0,0,0,0,0,0,202406231819552.jpg
2024-06-22 23:52:27,4,1,0,1,2,4,1,4,202406222352274.jpg
2024-06-05 17:59:13,4,1,0,1,5,4,4,4,202406051759134.jpg
2024-06-09 12:08:15,5,1,2,1,3,0,2,3,202406091208155.jpg
2024-07-01 04:56:43,4,0,0,0,0,0,0,0,202407010456434.jpg
2024-06-28 21:06:34,1,1,3,1,2,2,3,1,202406282106341.jpg
2024-06-20 19:52:31,4,1,0,0,3,0,3,2,202406201952314.jpg
2024-06-05 13:43:32,1,1,3,1,8,3,3,0,202406051343321.jpg
2024-06-02 22:09:12,4,1,2,0,3,4,4,7,202406022209124.jpg
2024-06-14 01:54:53,5,0,0,0,0,0,0,0,202406140154535.jpg
2024-06-05 08:29:32,5,0,0,0,0,0,0,0,202406050829325.jpg
2024-06-10 03:57:45,3,1,0,0,5,1,1,5,202406100357453.jpg
2024-06-21 20:23:22,5,0,0,0,0,0,0,0,202406212023225.jpg
2024-06-04 10:14:16,2,0,0,0,0,0,0,0,202406041014162.jpg
2024-06-24 22:41:23,3,1,1,1,5,4,3,3,202406242241233.jpg
2024-06-12 05:36:05,4,1,2,0,4,0,2,3,202406120536054.jpg
2024-06-24 05:01:21,5,1,3,1,0,2,0,5,202406240501215.jpg
2024-06-08 19:25:57,2,1,3,1,2,2,0,1,202406081925572.jpg
2024-06-02 15:56:01,2,1,2,0,5,3,4,2,202406021556012.jpg
2024-06-07 03:47:33,5,0,0,0,0,0,0,0,202406070347335.jpg
2024-06-11 22:08:18,5,1,1,1,5,1,1,1,202406112208185.jpg
2024-06-24 04:42:56,3,1,1,0,2,4,1,4,202406240442563.jpg
2024-06-15 17:30:07,5,1,2,0,2,2,3,4,202406151730075.jpg
2024-06-09 17:42:49,2,1,3,0,8,1,0,5,202406091742492.jpg
2024-06-02 23:55:04,2,1,4,1,5,0,4,6,202406022355042.jpg
2024-06-07 08:49:34,5,0,0,0,0,0,0,0,202406070849345.jpg
2024-06-10 18:18:35,1,1,0,0,2,2,3,6,202406101818351.jpg
2024-06-19 16:59:45,2,1,3,1,3,1,3,1,202406191659452.jpg
2024-06-27 10:37:14,3,0,0,0,0,0,0,0,202406271037143.jpg
2024-06-02 14:12:03,1,1,0,1,8,2,3,7,202406021412031.jpg
2024-06-03 09:09:44,4,1,3,1,7,4,3,7,202406030909444.jpg
2024-06-28 19:32:41,5,0,0,0,0,0,0,0,202406281932415.jpg
2024-06-22 11:17:39,2,0,0,0,0,0,0,0,202406221117392.jpg
